label,f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62
6,0.0,0.0,0.0,0.123023,-0.06866,-0.055393,0.195528,-0.192691,-0.074032,0.126059,-0.323259,-0.088259,0.034206,-0.395981,-0.104996,0.187356,-0.490534,-0.04813,0.268087,-0.664327,-0.066543,0.311731,-0.769828,-0.084779,0.347592,-0.870144,-0.103883,0.08406,-0.52936,-0.052422,0.08121,-0.757477,-0.07133,0.069661,-0.890928,-0.10492,0.063397,-1.0,-0.135131,-0.005229,-0.50169,-0.061187,-0.037409,-0.695346,-0.102067,-0.047178,-0.819843,-0.146928,-0.051249,-0.920612,-0.179966,-0.082291,-0.42856,-0.07337,-0.078324,-0.52171,-0.11326,-0.051332,-0.476832,-0.128574,-0.02784,-0.412282,-0.139161
6,0.0,0.0,0.0,0.127855,-0.056401,-0.059333,0.201849,-0.183964,-0.081669,0.129636,-0.322338,-0.098691,0.038329,-0.397131,-0.118894,0.189187,-0.482568,-0.067227,0.274071,-0.664866,-0.094517,0.320107,-0.779111,-0.116193,0.358093,-0.884376,-0.136062,0.086904,-0.520826,-0.07162,0.087769,-0.750123,-0.097371,0.073691,-0.888327,-0.133542,0.069419,-1.0,-0.164034,-0.001824,-0.494219,-0.079669,-0.030554,-0.687358,-0.125598,-0.045735,-0.81135,-0.171247,-0.051613,-0.909592,-0.203525,-0.080224,-0.420072,-0.091166,-0.076097,-0.512716,-0.13478,-0.042191,-0.47327,-0.152088,-0.008978,-0.409552,-0.162909
6,0.0,0.0,0.0,0.120697,-0.060748,-0.054893,0.198291,-0.186424,-0.074445,0.124078,-0.323761,-0.090139,0.039574,-0.407494,-0.109412,0.181395,-0.481892,-0.059155,0.265903,-0.66143,-0.0834,0.31297,-0.773157,-0.103472,0.35153,-0.879586,-0.123065,0.079694,-0.519999,-0.06692,0.077341,-0.75015,-0.091248,0.064878,-0.88504,-0.128254,0.062081,-1.0,-0.159973,-0.006625,-0.491499,-0.078118,-0.035503,-0.680681,-0.126082,-0.049936,-0.802918,-0.171888,-0.053991,-0.911488,-0.204741,-0.083028,-0.415136,-0.092218,-0.080839,-0.526332,-0.138809,-0.045688,-0.476199,-0.153487,-0.01015,-0.399821,-0.162379
6,0.0,0.0,0.0,0.126274,-0.042958,-0.056891,0.203654,-0.169601,-0.076577,0.134212,-0.3134,-0.090944,0.045967,-0.389922,-0.109547,0.193675,-0.474157,-0.064351,0.279824,-0.64547,-0.087541,0.32783,-0.755384,-0.107247,0.367291,-0.858684,-0.12613,0.096689,-0.515054,-0.070358,0.099811,-0.739855,-0.089323,0.083895,-0.881116,-0.123372,0.079819,-1.0,-0.152908,0.009538,-0.489506,-0.079728,-0.009416,-0.677975,-0.12425,-0.025977,-0.806339,-0.172118,-0.03386,-0.915548,-0.205726,-0.071865,-0.411984,-0.091896,-0.064789,-0.513497,-0.137047,-0.024867,-0.460126,-0.154225,0.010979,-0.377216,-0.164093
6,0.0,0.0,0.0,0.124844,-0.053581,-0.052612,0.204773,-0.177198,-0.069187,0.140384,-0.315492,-0.080859,0.054003,-0.39802,-0.0956,0.195258,-0.477218,-0.05692,0.28233,-0.651037,-0.077319,0.329311,-0.756473,-0.094526,0.369647,-0.85848,-0.111659,0.099491,-0.517111,-0.064036,0.107092,-0.74607,-0.082879,0.095092,-0.883525,-0.116771,0.092193,-1.0,-0.146209,0.014561,-0.492054,-0.074366,-0.007,-0.679274,-0.119153,-0.019237,-0.803023,-0.167607,-0.024866,-0.910071,-0.201394,-0.063663,-0.419048,-0.087163,-0.051563,-0.514052,-0.130084,-0.014976,-0.454337,-0.146236,0.014069,-0.371779,-0.156099
6,0.0,0.0,0.0,0.123438,-0.050101,-0.054063,0.210438,-0.171686,-0.070703,0.146278,-0.309514,-0.082233,0.062352,-0.389931,-0.097116,0.200829,-0.473995,-0.056639,0.289962,-0.646307,-0.077129,0.339114,-0.751123,-0.09532,0.381116,-0.851504,-0.113844,0.104666,-0.51587,-0.062991,0.108846,-0.745863,-0.083031,0.098363,-0.882639,-0.118189,0.096649,-1.0,-0.149181,0.020758,-0.491354,-0.072566,0.001039,-0.674688,-0.116699,-0.008605,-0.795033,-0.162344,-0.010445,-0.902111,-0.19532,-0.055536,-0.418341,-0.085072,-0.046284,-0.52407,-0.128123,-0.012686,-0.464115,-0.141683,0.015258,-0.379883,-0.150119
6,0.0,0.0,0.0,0.122107,-0.046256,-0.054505,0.20969,-0.170511,-0.070836,0.143585,-0.311221,-0.081472,0.052207,-0.382562,-0.096018,0.200304,-0.469467,-0.059897,0.291517,-0.642942,-0.078418,0.341913,-0.747865,-0.095136,0.384808,-0.84986,-0.112994,0.103427,-0.513274,-0.066006,0.110257,-0.746334,-0.082746,0.101477,-0.880609,-0.117221,0.102586,-1.0,-0.148149,0.018854,-0.489836,-0.074722,0.001339,-0.677878,-0.117138,-0.007288,-0.800465,-0.163752,-0.008169,-0.913966,-0.197704,-0.059404,-0.416202,-0.086102,-0.046422,-0.52949,-0.127575,-0.009905,-0.463229,-0.139751,0.018875,-0.372341,-0.147497
6,0.0,0.0,0.0,0.124784,-0.053719,-0.053015,0.207709,-0.182322,-0.069227,0.139108,-0.323762,-0.080338,0.044899,-0.401271,-0.094535,0.20048,-0.472211,-0.055328,0.292257,-0.642472,-0.075288,0.343497,-0.744706,-0.092978,0.388258,-0.843539,-0.111008,0.103368,-0.515206,-0.062361,0.112778,-0.748208,-0.080458,0.105423,-0.883211,-0.113965,0.107014,-1.0,-0.143918,0.018292,-0.493653,-0.072773,0.001846,-0.68257,-0.115873,-0.003283,-0.805564,-0.161188,-0.001774,-0.916983,-0.19369,-0.059365,-0.423006,-0.086002,-0.043241,-0.530374,-0.126039,-0.007198,-0.469331,-0.137499,0.01978,-0.385898,-0.144857
6,0.0,0.0,0.0,0.118508,-0.050419,-0.051315,0.204579,-0.172475,-0.067598,0.142068,-0.312126,-0.079885,0.061211,-0.400158,-0.096507,0.202086,-0.469923,-0.055409,0.292571,-0.640808,-0.076997,0.343143,-0.746109,-0.095949,0.384861,-0.849156,-0.114826,0.107307,-0.514265,-0.063906,0.114095,-0.742712,-0.084717,0.102317,-0.879477,-0.121518,0.100316,-1.0,-0.15346,0.023056,-0.492297,-0.075365,0.007363,-0.674965,-0.121431,-0.0049,-0.803809,-0.169606,-0.007805,-0.922998,-0.204374,-0.05575,-0.422031,-0.089223,-0.047702,-0.531916,-0.134065,-0.014012,-0.472568,-0.14867,0.016283,-0.387236,-0.15776
6,0.0,0.0,0.0,0.119383,-0.051541,-0.054236,0.198924,-0.178643,-0.071803,0.130833,-0.310862,-0.084357,0.040124,-0.383842,-0.101285,0.194154,-0.468965,-0.059684,0.285919,-0.636409,-0.080861,0.336771,-0.743372,-0.099792,0.376669,-0.846947,-0.11844,0.096204,-0.510866,-0.066801,0.103814,-0.73895,-0.085438,0.093358,-0.879337,-0.120896,0.089607,-1.0,-0.151648,0.009304,-0.488765,-0.077034,-0.001667,-0.675594,-0.121421,-0.011584,-0.805998,-0.170557,-0.016974,-0.9234,-0.205121,-0.070472,-0.418298,-0.089688,-0.062949,-0.530649,-0.133349,-0.031436,-0.481199,-0.148313,-0.007482,-0.404818,-0.157027
6,0.0,0.0,0.0,0.124911,-0.057551,-0.05273,0.204112,-0.179153,-0.07173,0.132369,-0.314508,-0.087065,0.04269,-0.392583,-0.106506,0.197086,-0.476882,-0.0578,0.290911,-0.643477,-0.08115,0.34269,-0.748973,-0.101403,0.384312,-0.85165,-0.121491,0.098551,-0.518909,-0.066836,0.10627,-0.749839,-0.089482,0.09668,-0.884279,-0.12595,0.094598,-1.0,-0.157647,0.011778,-0.492424,-0.079113,-0.009457,-0.678339,-0.125278,-0.019664,-0.800898,-0.170998,-0.020989,-0.910444,-0.203471,-0.067218,-0.417545,-0.094083,-0.061904,-0.531956,-0.137025,-0.02782,-0.48407,-0.149858,0.003527,-0.409013,-0.157774
6,0.0,0.0,0.0,0.122852,-0.059173,-0.046211,0.206288,-0.177069,-0.062939,0.14147,-0.309188,-0.078209,0.055553,-0.386931,-0.097471,0.201465,-0.473812,-0.050634,0.291509,-0.643826,-0.07289,0.342213,-0.748045,-0.090944,0.384773,-0.84587,-0.10868,0.102589,-0.519161,-0.061836,0.10987,-0.744881,-0.084361,0.100151,-0.884807,-0.119692,0.099495,-1.0,-0.150063,0.015296,-0.495446,-0.075833,-0.009173,-0.682805,-0.121498,-0.02303,-0.805159,-0.168986,-0.027696,-0.904243,-0.20258,-0.064297,-0.42482,-0.092144,-0.060573,-0.511252,-0.136139,-0.026922,-0.456185,-0.154354,0.00753,-0.376428,-0.166064
6,0.0,0.0,0.0,0.123413,-0.045467,-0.06222,0.20475,-0.166846,-0.081442,0.135809,-0.301424,-0.094299,0.044793,-0.379388,-0.11046,0.195917,-0.469317,-0.062188,0.285951,-0.63537,-0.087614,0.33695,-0.741327,-0.109753,0.378478,-0.84167,-0.12984,0.097354,-0.509718,-0.065332,0.102203,-0.737303,-0.087829,0.09122,-0.881529,-0.125263,0.086769,-1.0,-0.156591,0.011137,-0.484615,-0.072917,-0.009877,-0.672838,-0.121359,-0.023911,-0.796421,-0.171554,-0.031722,-0.901619,-0.205186,-0.066521,-0.409884,-0.083717,-0.067656,-0.515187,-0.130491,-0.044467,-0.470948,-0.147783,-0.026281,-0.402796,-0.157091
6,0.0,0.0,0.0,0.121059,-0.04899,-0.058172,0.200981,-0.165677,-0.078051,0.133381,-0.296901,-0.093042,0.046812,-0.378092,-0.111835,0.195881,-0.465729,-0.064239,0.287696,-0.633535,-0.090315,0.339095,-0.743256,-0.111828,0.378666,-0.848283,-0.131885,0.096401,-0.509236,-0.070422,0.102445,-0.739559,-0.095599,0.091112,-0.882108,-0.133848,0.08626,-1.0,-0.165708,0.010968,-0.483701,-0.080128,-0.015051,-0.667593,-0.128606,-0.030233,-0.78901,-0.177197,-0.036288,-0.892532,-0.210392,-0.064784,-0.408668,-0.092896,-0.067697,-0.511947,-0.138144,-0.040607,-0.466093,-0.154394,-0.014563,-0.393816,-0.163773
6,0.0,0.0,0.0,0.118683,-0.061227,-0.051744,0.195018,-0.18504,-0.068429,0.12345,-0.309371,-0.081685,0.034132,-0.385764,-0.098146,0.192458,-0.47495,-0.047578,0.281991,-0.643974,-0.068647,0.335512,-0.750796,-0.087875,0.378847,-0.849914,-0.107054,0.092432,-0.517077,-0.055898,0.094954,-0.74985,-0.075322,0.086977,-0.888051,-0.110199,0.082828,-1.0,-0.140728,0.006459,-0.490203,-0.068369,-0.019736,-0.674931,-0.113244,-0.0293,-0.796014,-0.1604,-0.034407,-0.899911,-0.19357,-0.067353,-0.417084,-0.083702,-0.065854,-0.516349,-0.128974,-0.047119,-0.470574,-0.144366,-0.03465,-0.406251,-0.15336
6,0.0,0.0,0.0,0.119733,-0.069231,-0.050722,0.193612,-0.195408,-0.067391,0.121815,-0.323644,-0.080999,0.029667,-0.397918,-0.097996,0.190522,-0.484373,-0.044488,0.281086,-0.652307,-0.064593,0.330415,-0.757852,-0.08438,0.371143,-0.85905,-0.104342,0.088542,-0.52371,-0.05268,0.090436,-0.754411,-0.072836,0.082206,-0.889338,-0.108947,0.080945,-1.0,-0.140564,0.001528,-0.497147,-0.064918,-0.024005,-0.687307,-0.109059,-0.0319,-0.809915,-0.154728,-0.033393,-0.914062,-0.187263,-0.072544,-0.424742,-0.079971,-0.066953,-0.531719,-0.121828,-0.04611,-0.485918,-0.133768,-0.030184,-0.416326,-0.140976
6,0.0,0.0,0.0,0.119596,-0.07461,-0.045226,0.194272,-0.205544,-0.059945,0.118005,-0.333326,-0.073287,0.02789,-0.408969,-0.089871,0.190237,-0.490214,-0.034946,0.279139,-0.663845,-0.056382,0.333258,-0.768856,-0.077356,0.378568,-0.86525,-0.097316,0.088102,-0.530188,-0.0441,0.08501,-0.757471,-0.065797,0.074059,-0.892867,-0.101767,0.070265,-1.0,-0.132467,0.001826,-0.505624,-0.057509,-0.028082,-0.694017,-0.099741,-0.040585,-0.815307,-0.143241,-0.046958,-0.913321,-0.17406,-0.070271,-0.436093,-0.073755,-0.072386,-0.534943,-0.113933,-0.054935,-0.500584,-0.126753,-0.039136,-0.446288,-0.134331
6,0.0,0.0,0.0,0.1141,-0.089262,-0.044904,0.174474,-0.224249,-0.060282,0.092891,-0.35454,-0.074807,-0.001942,-0.425526,-0.092148,0.167049,-0.502141,-0.028468,0.24702,-0.673378,-0.047246,0.29333,-0.775308,-0.067313,0.333757,-0.871668,-0.087219,0.0625,-0.539061,-0.037698,0.054431,-0.764873,-0.053984,0.042405,-0.893547,-0.08711,0.041545,-1.0,-0.116904,-0.025589,-0.509588,-0.051778,-0.060464,-0.698933,-0.089834,-0.078795,-0.81978,-0.130966,-0.085603,-0.918724,-0.161248,-0.097266,-0.433681,-0.069013,-0.098886,-0.539894,-0.105228,-0.076657,-0.505024,-0.115473,-0.051051,-0.444255,-0.122048
6,0.0,0.0,0.0,0.116313,-0.086848,-0.042776,0.182882,-0.216672,-0.058951,0.102068,-0.349745,-0.075823,0.012864,-0.430227,-0.09607,0.188797,-0.487872,-0.025949,0.272805,-0.661023,-0.046257,0.322991,-0.762786,-0.067821,0.366555,-0.858261,-0.088717,0.082044,-0.530561,-0.037267,0.081837,-0.752901,-0.056232,0.071838,-0.887068,-0.092841,0.071729,-1.0,-0.125044,-0.007807,-0.508136,-0.053442,-0.035827,-0.706862,-0.092961,-0.052246,-0.838776,-0.136375,-0.056161,-0.949574,-0.168672,-0.082433,-0.441086,-0.072544,-0.083674,-0.549257,-0.110158,-0.064322,-0.52273,-0.122433,-0.038353,-0.473614,-0.130812
6,0.0,0.0,0.0,0.124445,-0.071676,-0.055163,0.200009,-0.212694,-0.072028,0.114911,-0.362515,-0.085121,0.022581,-0.4486,-0.100176,0.200839,-0.49508,-0.035781,0.287742,-0.671948,-0.05292,0.340858,-0.774544,-0.070559,0.38808,-0.868766,-0.088931,0.092754,-0.541768,-0.039296,0.091221,-0.763959,-0.05709,0.079182,-0.895047,-0.090628,0.078788,-1.0,-0.119431,0.000803,-0.52511,-0.048373,-0.021601,-0.736241,-0.090766,-0.036579,-0.872589,-0.136897,-0.0419,-0.981965,-0.169528,-0.077715,-0.462953,-0.060507,-0.069953,-0.56756,-0.103527,-0.048299,-0.530725,-0.119502,-0.025037,-0.474136,-0.128944
6,0.0,0.0,0.0,0.121778,-0.075059,-0.058093,0.201063,-0.231224,-0.066662,0.120556,-0.388651,-0.069901,0.019597,-0.475485,-0.073235,0.197595,-0.50692,-0.018486,0.283093,-0.682935,-0.028659,0.333039,-0.778752,-0.042698,0.379001,-0.870506,-0.058696,0.096108,-0.550558,-0.019037,0.089708,-0.765994,-0.02732,0.076487,-0.892651,-0.057172,0.074173,-1.0,-0.084114,0.006502,-0.535889,-0.02751,-0.012159,-0.736658,-0.067709,-0.0246,-0.872108,-0.118075,-0.033097,-0.993601,-0.15279,-0.070948,-0.476334,-0.039492,-0.067308,-0.596219,-0.083245,-0.050797,-0.563813,-0.101274,-0.041673,-0.513135,-0.111433
6,0.0,0.0,0.0,0.118466,-0.070891,-0.056384,0.200253,-0.215042,-0.06737,0.126121,-0.369428,-0.074185,0.029997,-0.455904,-0.082722,0.195686,-0.501877,-0.023106,0.28401,-0.67302,-0.035703,0.335058,-0.769916,-0.052288,0.379863,-0.86246,-0.070595,0.096107,-0.544855,-0.025746,0.090443,-0.767032,-0.036338,0.076801,-0.893403,-0.068322,0.073451,-1.0,-0.097519,0.00772,-0.525899,-0.035256,-0.012165,-0.729779,-0.073643,-0.022802,-0.860968,-0.119534,-0.027379,-0.977359,-0.15287,-0.070473,-0.462491,-0.048422,-0.074613,-0.593613,-0.089352,-0.056597,-0.559368,-0.103099,-0.040832,-0.499288,-0.111241
6,0.0,0.0,0.0,0.118921,-0.072358,-0.056888,0.201514,-0.220484,-0.067549,0.126817,-0.376339,-0.073531,0.030958,-0.461764,-0.080752,0.194898,-0.499304,-0.024258,0.282462,-0.673234,-0.038187,0.334255,-0.76937,-0.055053,0.379083,-0.861214,-0.073007,0.094217,-0.544661,-0.026306,0.088337,-0.769433,-0.037105,0.075315,-0.894341,-0.06762,0.07138,-1.0,-0.095468,0.005565,-0.528953,-0.035462,-0.014692,-0.732731,-0.073359,-0.022398,-0.864149,-0.118259,-0.026238,-0.9811,-0.151031,-0.072495,-0.468505,-0.048587,-0.074341,-0.60088,-0.08922,-0.056804,-0.566092,-0.102293,-0.044222,-0.506299,-0.110003
6,0.0,0.0,0.0,0.122145,-0.074076,-0.056674,0.204666,-0.218131,-0.068984,0.12731,-0.367782,-0.077595,0.028741,-0.452849,-0.087301,0.199629,-0.503474,-0.023794,0.285893,-0.679121,-0.039509,0.335654,-0.776423,-0.057174,0.379859,-0.869008,-0.075441,0.095718,-0.546889,-0.026473,0.088907,-0.764324,-0.041839,0.074922,-0.891965,-0.075723,0.070901,-1.0,-0.105375,0.005834,-0.530332,-0.036375,-0.016035,-0.72686,-0.078404,-0.028573,-0.858871,-0.126145,-0.035415,-0.975762,-0.159666,-0.071601,-0.46992,-0.049984,-0.070221,-0.587699,-0.092987,-0.052905,-0.558743,-0.109116,-0.038493,-0.509424,-0.118454
6,0.0,0.0,0.0,0.124907,-0.077862,-0.052521,0.207151,-0.213793,-0.066286,0.133124,-0.367924,-0.078409,0.038748,-0.453395,-0.092841,0.205507,-0.502332,-0.017956,0.290492,-0.675387,-0.03526,0.339132,-0.772704,-0.055276,0.381811,-0.864548,-0.07583,0.102142,-0.547094,-0.023308,0.095669,-0.760659,-0.042592,0.081721,-0.889706,-0.080707,0.079878,-1.0,-0.113841,0.011228,-0.528986,-0.035529,-0.015231,-0.726263,-0.07818,-0.028724,-0.856431,-0.126121,-0.031,-0.967927,-0.160891,-0.067952,-0.467476,-0.051246,-0.073611,-0.584424,-0.093998,-0.056264,-0.559511,-0.111329,-0.032851,-0.513359,-0.122687
6,0.0,0.0,0.0,0.118701,-0.080745,-0.047619,0.196057,-0.220221,-0.061328,0.115407,-0.366473,-0.074668,0.02042,-0.449847,-0.090867,0.195272,-0.506587,-0.018524,0.280482,-0.677979,-0.034722,0.328659,-0.773738,-0.053413,0.370455,-0.864445,-0.073254,0.091629,-0.550312,-0.027889,0.086581,-0.765661,-0.044347,0.073108,-0.891635,-0.079515,0.072424,-1.0,-0.110658,0.002077,-0.528972,-0.043495,-0.022635,-0.732131,-0.083674,-0.035217,-0.863358,-0.128352,-0.034888,-0.978255,-0.161912,-0.075455,-0.46284,-0.062369,-0.082541,-0.587851,-0.104667,-0.061166,-0.557576,-0.119417,-0.031886,-0.50245,-0.129058
6,0.0,0.0,0.0,0.120539,-0.076084,-0.052165,0.201383,-0.216541,-0.065684,0.121889,-0.363793,-0.076279,0.025229,-0.448979,-0.088958,0.196245,-0.500556,-0.02809,0.28136,-0.673622,-0.043135,0.329319,-0.774146,-0.060263,0.370135,-0.869234,-0.078734,0.090608,-0.544298,-0.033703,0.086348,-0.766209,-0.048208,0.074098,-0.893792,-0.081352,0.071047,-1.0,-0.111036,0.000254,-0.524386,-0.045254,-0.02265,-0.727344,-0.085634,-0.033611,-0.857155,-0.130794,-0.038081,-0.968067,-0.163578,-0.076551,-0.45888,-0.059998,-0.071714,-0.578214,-0.101241,-0.048011,-0.545723,-0.115399,-0.025456,-0.489089,-0.124144
6,0.0,0.0,0.0,0.118229,-0.073541,-0.054088,0.200202,-0.211561,-0.06848,0.119794,-0.361698,-0.079967,0.025341,-0.450331,-0.093697,0.198013,-0.506687,-0.025377,0.284104,-0.682622,-0.040487,0.333322,-0.781568,-0.058192,0.377697,-0.874961,-0.077367,0.092867,-0.548883,-0.030489,0.084147,-0.770219,-0.044671,0.069778,-0.895227,-0.078577,0.068294,-1.0,-0.108925,0.003054,-0.527411,-0.042027,-0.02004,-0.732284,-0.083492,-0.030908,-0.864154,-0.129037,-0.033282,-0.978815,-0.162377,-0.074345,-0.461843,-0.056905,-0.074953,-0.589267,-0.101793,-0.055839,-0.553042,-0.116193,-0.035752,-0.492939,-0.124445
6,0.0,0.0,0.0,0.122879,-0.07289,-0.054352,0.206246,-0.209694,-0.068594,0.126167,-0.359093,-0.080151,0.027313,-0.443994,-0.094115,0.199307,-0.498967,-0.026894,0.286254,-0.672787,-0.042249,0.335218,-0.773655,-0.060139,0.377824,-0.870094,-0.079418,0.094127,-0.542403,-0.031509,0.087414,-0.758233,-0.048806,0.072509,-0.888148,-0.085025,0.069385,-1.0,-0.116729,0.004578,-0.524381,-0.042155,-0.014143,-0.721175,-0.085108,-0.029025,-0.851448,-0.131751,-0.035901,-0.965638,-0.164929,-0.072197,-0.461057,-0.05608,-0.068659,-0.582274,-0.098807,-0.047776,-0.547854,-0.113078,-0.026379,-0.488304,-0.121403
6,0.0,0.0,0.0,0.117162,-0.076741,-0.051898,0.193787,-0.21346,-0.066058,0.115647,-0.35675,-0.078843,0.024693,-0.437094,-0.094213,0.194044,-0.505714,-0.021415,0.278181,-0.679452,-0.037057,0.327205,-0.776495,-0.055693,0.371416,-0.869351,-0.07549,0.089838,-0.545997,-0.027926,0.081219,-0.76269,-0.0442,0.06658,-0.89019,-0.079597,0.065755,-1.0,-0.110806,0.00077,-0.524261,-0.040769,-0.024464,-0.726859,-0.081979,-0.036791,-0.85755,-0.12701,-0.037428,-0.972807,-0.160393,-0.07593,-0.457881,-0.057133,-0.078212,-0.583895,-0.100721,-0.054566,-0.542375,-0.114427,-0.025704,-0.47617,-0.122759
6,0.0,0.0,0.0,0.116672,-0.078929,-0.051889,0.194512,-0.216724,-0.065495,0.11608,-0.359461,-0.076446,0.018584,-0.437561,-0.089861,0.191328,-0.504684,-0.024797,0.276367,-0.679459,-0.038444,0.324651,-0.780059,-0.055629,0.366315,-0.876036,-0.07475,0.085922,-0.544652,-0.030393,0.077162,-0.765465,-0.043206,0.062985,-0.892186,-0.076817,0.05977,-1.0,-0.10771,-0.00372,-0.523049,-0.041881,-0.031281,-0.723696,-0.08078,-0.042012,-0.853697,-0.12519,-0.045049,-0.96768,-0.158737,-0.078293,-0.45801,-0.056739,-0.076784,-0.580318,-0.097379,-0.057549,-0.535584,-0.108675,-0.039412,-0.467868,-0.115896
6,0.0,0.0,0.0,0.108773,-0.080391,-0.04743,0.179571,-0.220575,-0.061885,0.097679,-0.358223,-0.075237,0.008026,-0.441187,-0.091604,0.183033,-0.501319,-0.026332,0.263449,-0.67563,-0.042792,0.312723,-0.775245,-0.061707,0.356428,-0.867105,-0.081318,0.07942,-0.542222,-0.034038,0.06881,-0.760601,-0.047937,0.05493,-0.890123,-0.080482,0.052116,-1.0,-0.110593,-0.007627,-0.519026,-0.047,-0.033011,-0.717163,-0.082095,-0.040424,-0.848545,-0.122911,-0.040958,-0.963457,-0.155544,-0.081209,-0.452419,-0.063608,-0.08306,-0.569623,-0.102066,-0.059414,-0.529204,-0.112757,-0.034584,-0.464885,-0.120098
6,0.0,0.0,0.0,0.11407,-0.07366,-0.047817,0.183568,-0.203997,-0.064531,0.106482,-0.332192,-0.080608,0.023777,-0.408854,-0.100699,0.180699,-0.490327,-0.039358,0.265186,-0.667909,-0.060985,0.31332,-0.77348,-0.081619,0.354373,-0.873765,-0.101705,0.075704,-0.529322,-0.049196,0.066618,-0.750832,-0.070034,0.051855,-0.885117,-0.106248,0.049237,-1.0,-0.137814,-0.01158,-0.504658,-0.063197,-0.039888,-0.698938,-0.104312,-0.049535,-0.826991,-0.147336,-0.048084,-0.938658,-0.179958,-0.086079,-0.434531,-0.080507,-0.088251,-0.551543,-0.122372,-0.05958,-0.510338,-0.134416,-0.026764,-0.442576,-0.141874
6,0.0,0.0,0.0,0.116217,-0.085787,-0.043754,0.188421,-0.22441,-0.055901,0.114769,-0.358005,-0.067588,0.027474,-0.430997,-0.082608,0.177383,-0.500953,-0.02941,0.259905,-0.676479,-0.046496,0.305926,-0.782568,-0.064076,0.344026,-0.882535,-0.082225,0.075301,-0.535482,-0.038497,0.064594,-0.750837,-0.055423,0.049034,-0.886337,-0.089289,0.041988,-1.0,-0.119819,-0.011064,-0.506752,-0.051767,-0.044795,-0.688578,-0.089023,-0.057154,-0.811282,-0.131326,-0.062183,-0.913397,-0.163349,-0.083565,-0.436247,-0.068185,-0.090971,-0.542491,-0.106068,-0.065576,-0.510691,-0.119389,-0.037199,-0.453798,-0.128263
6,0.0,0.0,0.0,0.115115,-0.080746,-0.047086,0.187672,-0.217171,-0.060327,0.109103,-0.346703,-0.072498,0.023171,-0.424629,-0.087563,0.176728,-0.504278,-0.029673,0.25623,-0.677787,-0.047552,0.301232,-0.78289,-0.066129,0.339926,-0.881703,-0.085417,0.074562,-0.536453,-0.037765,0.060125,-0.753284,-0.056029,0.043663,-0.887483,-0.091002,0.036447,-1.0,-0.122339,-0.010158,-0.504546,-0.050759,-0.043065,-0.68599,-0.091106,-0.055311,-0.806337,-0.135034,-0.061878,-0.908504,-0.167699,-0.080681,-0.429735,-0.067038,-0.084862,-0.533883,-0.10936,-0.061029,-0.496342,-0.124521,-0.037094,-0.438473,-0.134054
6,0.0,0.0,0.0,0.114164,-0.078051,-0.048284,0.18642,-0.213448,-0.061139,0.106794,-0.341615,-0.072259,0.018679,-0.416458,-0.086104,0.17752,-0.499192,-0.028857,0.257451,-0.671734,-0.045923,0.301965,-0.776252,-0.063881,0.340215,-0.874721,-0.082668,0.075009,-0.533406,-0.036191,0.061118,-0.753774,-0.053856,0.045592,-0.887656,-0.088798,0.039801,-1.0,-0.119689,-0.009588,-0.503708,-0.048572,-0.043205,-0.685541,-0.089195,-0.055435,-0.805834,-0.133062,-0.06121,-0.909219,-0.164902,-0.078296,-0.430537,-0.064237,-0.083352,-0.540979,-0.105638,-0.063726,-0.503296,-0.118709,-0.043981,-0.443713,-0.126407
6,0.0,0.0,0.0,0.118407,-0.077173,-0.048134,0.193511,-0.209581,-0.062526,0.126132,-0.345013,-0.075674,0.041553,-0.422047,-0.092089,0.184297,-0.49625,-0.034585,0.266295,-0.670943,-0.053943,0.310367,-0.778182,-0.073293,0.348006,-0.879243,-0.092967,0.081336,-0.533266,-0.042981,0.068288,-0.752181,-0.063263,0.052388,-0.88767,-0.099615,0.046958,-1.0,-0.131814,-0.005376,-0.50415,-0.05598,-0.040591,-0.688917,-0.097956,-0.052551,-0.811028,-0.142977,-0.05525,-0.91208,-0.176172,-0.076602,-0.429591,-0.072165,-0.081846,-0.537805,-0.113333,-0.057269,-0.505694,-0.128393,-0.030054,-0.448183,-0.138366
6,0.0,0.0,0.0,0.11511,-0.073362,-0.048755,0.187979,-0.200235,-0.06429,0.115835,-0.331754,-0.078964,0.030685,-0.411013,-0.096575,0.182873,-0.491112,-0.030283,0.263914,-0.663997,-0.04915,0.309666,-0.766285,-0.069046,0.348493,-0.863405,-0.089202,0.081304,-0.528851,-0.038484,0.068801,-0.750434,-0.057365,0.05312,-0.88532,-0.093696,0.047698,-1.0,-0.126129,-0.004276,-0.501595,-0.051651,-0.037994,-0.685146,-0.091063,-0.047589,-0.806953,-0.133704,-0.047735,-0.91188,-0.166188,-0.075653,-0.429548,-0.068466,-0.079664,-0.540546,-0.107832,-0.053389,-0.505575,-0.120288,-0.023818,-0.446426,-0.128772
